"code","category_text"
"1B0501","OFFICE EQUIPMENT/FOR MAIL/MAIL PRODUCTS PACK"
"1B0706","OFFICE EQUIPMENT/FOR PRESENTATIONS/BINDER - LAMINATOR - PUNCHING MACHINE"
"1B0702","OFFICE EQUIPMENT/FOR PRESENTATIONS/BINDING - PLASTIC ROD - TRANSPARENT - COVER"
"1B0704","OFFICE EQUIPMENT/FOR PRESENTATIONS/BLACKBOARD - PAPERBOARD"
"1B0701","OFFICE EQUIPMENT/FOR PRESENTATIONS/BOARD PAPER - PAPERBOARD PAPER"
"1B0708","OFFICE EQUIPMENT/FOR PRESENTATIONS/CONFERENCE EASEL"
"1B0709","OFFICE EQUIPMENT/FOR PRESENTATIONS/CONFERENCE LECTERN - PRESENTATION LECTERN"
"1B0705","OFFICE EQUIPMENT/FOR PRESENTATIONS/OVERHEAD PROJECTOR"
"1B0703","OFFICE EQUIPMENT/FOR PRESENTATIONS/PLASTIC FOR LAMINATOR"
"1B0707","OFFICE EQUIPMENT/FOR PRESENTATIONS/POINTEUR"
"1B070B","OFFICE EQUIPMENT/FOR PRESENTATIONS/PRESENTATION PRODUCT PACK"
"1B070A","OFFICE EQUIPMENT/FOR PRESENTATIONS/TRANSPARENT OVERHEAD PROJECTOR"
"1B0602","OFFICE EQUIPMENT/FOR THE VOTE/ISOLOIR"
"1B0601","OFFICE EQUIPMENT/FOR THE VOTE/VOTING BOX"
"1B0303","OFFICE EQUIPMENT/OFFICE ORGANIZATION/COPY DOOR - BLOCK DOOR"
"1B0302","OFFICE EQUIPMENT/OFFICE ORGANIZATION/DRAWER ORGANIZER"
"1B0307","OFFICE EQUIPMENT/OFFICE ORGANIZATION/LETTER TRAY - INNER TRAY - WALLET HOLDER"
"1B0304","OFFICE EQUIPMENT/OFFICE ORGANIZATION/OFFICE SET"
"1B0306","OFFICE EQUIPMENT/OFFICE ORGANIZATION/PEN PEN"
"1B0305","OFFICE EQUIPMENT/OFFICE ORGANIZATION/UNDERMATCH"
"1B0801","OFFICE EQUIPMENT/PERSONNEL IDENTIFICATION/BADGE - NAME TAG"
"1B0802","OFFICE EQUIPMENT/PERSONNEL IDENTIFICATION/BADGE HOLDER - LANYARD - CLIP"
"1B0803","OFFICE EQUIPMENT/PERSONNEL IDENTIFICATION/NAME-PLATE EASEL"
"1B0804","OFFICE EQUIPMENT/PERSONNEL IDENTIFICATION/STAFF IDENTIFICATION PACK"
"1B0901","OFFICE EQUIPMENT/PROTECTION - MAINTENANCE/STORAGE BAG - PROTECTION"
"1B0903","OFFICE EQUIPMENT/PROTECTION - MAINTENANCE/STYLET"
"1B0401","OFFICE EQUIPMENT/SMALL EQUIPMENT/ACCESSORIES FOR DOCUMENT SHREDDERS"
"1B040B","OFFICE EQUIPMENT/SMALL EQUIPMENT/ACCOUNTING REGISTER - PERSONNEL - MANDATORY - LEGAL - PROFESSIONAL"
"1B0403","OFFICE EQUIPMENT/SMALL EQUIPMENT/CALCULATOR"
"1B040A","OFFICE EQUIPMENT/SMALL EQUIPMENT/DEATH - MARRIAGE - BAPTISM REGISTER"
"1B0404","OFFICE EQUIPMENT/SMALL EQUIPMENT/DOCUMENT SHREDDER"
"0A0304","PACKAGING/SHIPPING PACKAGING/POSTAL BOX"
"1B0405","OFFICE EQUIPMENT/SMALL EQUIPMENT/ELECTRONIC DICTIONARY - ELECTRONIC PROOFREADER"
"1B040I","OFFICE EQUIPMENT/SMALL EQUIPMENT/ELECTRONIC TRANSLATOR"
"1B0408","OFFICE EQUIPMENT/SMALL EQUIPMENT/GUILLOTINE - SHEARS"
"1B0402","OFFICE EQUIPMENT/SMALL EQUIPMENT/POWER SUPPLY - ADAPTER - CABLE"
"1B0406","OFFICE EQUIPMENT/SMALL EQUIPMENT/PROFESSIONAL LABELER - TITLER"
"1B0409","OFFICE EQUIPMENT/SMALL EQUIPMENT/PROFESSIONAL PUNCH"
"1B040H","OFFICE EQUIPMENT/SMALL EQUIPMENT/PROFESSIONAL STAMP PAD - TIME AND DATE STAMP"
"1B040D","OFFICE EQUIPMENT/SMALL EQUIPMENT/RIBBON FOR TITRATOR"
"1B040C","OFFICE EQUIPMENT/SMALL EQUIPMENT/RIBBON TYPEWRITER"
"1B040F","OFFICE EQUIPMENT/SMALL EQUIPMENT/SMALL EQUIPMENT PACK"
"1B0407","OFFICE EQUIPMENT/SMALL EQUIPMENT/TYPEWRITER"
"1B0201","OFFICE EQUIPMENT/TEACHING MATERIALS/BON POINT - REWARD IMAGE"
"1B0204","OFFICE EQUIPMENT/TEACHING MATERIALS/CALL REGISTER - CLASS BOOK"
"1B0203","OFFICE EQUIPMENT/TEACHING MATERIALS/GEOGRAPHICAL MAP - PLANISPHERE"
"1B0205","OFFICE EQUIPMENT/TEACHING MATERIALS/SKELETON - DNA CHAIN"
"1B0202","OFFICE EQUIPMENT/TEACHING MATERIALS/TEACHER'S LOGBOOK"
"00000B","OTHER DRUGS"
"0A070B","PACKAGING/CERCLAGE/ADHESIVE HANDLE"
"0A0704","PACKAGING/CERCLAGE/ADHESIVE TAPE - PALLETIZING ADHESIVE"
"0A0709","PACKAGING/CERCLAGE/CLOSING CLIPS"
"0A0708","PACKAGING/CERCLAGE/ELASTIC BRACELET"
"0A0703","PACKAGING/CERCLAGE/FEUILLARD"
"0A0705","PACKAGING/CERCLAGE/PALLETIZING CLIP"
"0A070C","PACKAGING/CERCLAGE/SAFETY SEAL"
"0A0707","PACKAGING/CERCLAGE/STRAP LOOP"
"0A0702","PACKAGING/CERCLAGE/STRING - ROPE"
"0A070A","PACKAGING/CERCLAGE/TIE LINK - STRAPPING COLLAR - STRAPPING PACK - STRAPPING KIT -"
"0A020C","PACKAGING/FOOD PACKAGING/BAKERY STAND"
"0A0207","PACKAGING/FOOD PACKAGING/CLING FILM"
"0A0209","PACKAGING/FOOD PACKAGING/COVER"
"0A0203","PACKAGING/FOOD PACKAGING/FOOD BAG"
"0A0202","PACKAGING/FOOD PACKAGING/FOOD BOX"
"0A0204","PACKAGING/FOOD PACKAGING/FOOD BOX"
"0A020B","PACKAGING/FOOD PACKAGING/FOOD BUCKET"
"0A0206","PACKAGING/FOOD PACKAGING/FOOD PAPER"
"0A0205","PACKAGING/FOOD PACKAGING/FOOD TRAY"
"0A0208","PACKAGING/FOOD PACKAGING/FOURRE TOUT"
"0A020A","PACKAGING/FOOD PACKAGING/POTS"
"0A0201","PACKAGING/FOOD PACKAGING/TRAY - DISH - MOLD - CUT"
"0A080D","PACKAGING/PACKAGING MATERIAL/BAG CLOSING"
"0A080A","PACKAGING/PACKAGING MATERIAL/BANDING MACHINE"
"0A080F","PACKAGING/PACKAGING MATERIAL/BUBBLE - AIR CUSHION WEDGING MACHINE"
"0A080G","PACKAGING/PACKAGING MATERIAL/CARDBOARD PADDER"
"0A0808","PACKAGING/PACKAGING MATERIAL/CASH REGISTER CLOSING MACHINE"
"0A0809","PACKAGING/PACKAGING MATERIAL/CIRCLE MACHINE"
"0A0804","PACKAGING/PACKAGING MATERIAL/DEROULEUR"
"0A0801","PACKAGING/PACKAGING MATERIAL/PACKING TABLE"
"0A080E","PACKAGING/PACKAGING MATERIAL/PAPER WEDGING MACHINE"
"0A0803","PACKAGING/PACKAGING MATERIAL/REELS - TAPE DISPENSER"
"0A0806","PACKAGING/PACKAGING MATERIAL/RETRACTION GUN"
"0A080H","PACKAGING/PACKAGING MATERIAL/STRAP TENSIONING PLIERS"
"0A080C","PACKAGING/PACKAGING MATERIAL/THERMOSEALING MACHINE - THERMOFILMING MACHINE"
"0A080B","PACKAGING/PACKAGING MATERIAL/WELDING MACHINE"
"0A0409","PACKAGING/PALETTIZATION/CORNER PROTECTOR - PROTECTION ANGLE"
"0A0403","PACKAGING/PALETTIZATION/PALETTE"
"0A040B","PACKAGING/PALETTIZATION/PALETTE COVER"
"0A0405","PACKAGING/PALETTIZATION/PALLET CAP - PALLET COVER"
"0A0408","PACKAGING/PALETTIZATION/PALLET INSERT PLATE"
"0A0404","PACKAGING/PALETTIZATION/PALLET LIFTER"
"0A040D","PACKAGING/PALETTIZATION/PALLET PROTECTION PAPER - NON-SLIP PAPER"
"0A0401","PACKAGING/PALETTIZATION/PALLETIZING FILM"
"0A0402","PACKAGING/PALETTIZATION/PALLETIZING NET"
"0A040C","PACKAGING/PALETTIZATION/SHRINK FILM - SHRINK SLEEVE"
"0A010A","PACKAGING/PALLETIZABLE PACKAGING/BAC"
"0A0101","PACKAGING/PALLETIZABLE PACKAGING/CAISSE AMERICAINE"
"0A0104","PACKAGING/PALLETIZABLE PACKAGING/CAISSE IMPRIMERIE"
"0A010B","PACKAGING/PALLETIZABLE PACKAGING/CONTAINER"
"0A0108","PACKAGING/PALLETIZABLE PACKAGING/FLAT-BOTTOMED BOX"
"0A0102","PACKAGING/PALLETIZABLE PACKAGING/GALIA CASH"
"0A0103","PACKAGING/PALLETIZABLE PACKAGING/HAZARDOUS MATERIALS BOX"
"0A0106","PACKAGING/PALLETIZABLE PACKAGING/MOVING BOX - CARTON"
"0A010C","PACKAGING/PALLETIZABLE PACKAGING/MOVING KIT"
"0A0105","PACKAGING/PALLETIZABLE PACKAGING/TELESCOPIC CRATE"
"0A0107","PACKAGING/PALLETIZABLE PACKAGING/VARIABLE-HEIGHT BODY"
"0A0109","PACKAGING/PALLETIZABLE PACKAGING/WOODEN CASE"
"0A0306","PACKAGING/SHIPPING PACKAGING/BOTTLE PACKAGING"
"0A0307","PACKAGING/SHIPPING PACKAGING/DOCUMENT POCKET"
"0A0308","PACKAGING/SHIPPING PACKAGING/P.O. BOX"
"0A0301","PACKAGING/SHIPPING PACKAGING/POSTAL BANK"
"0A0309","PACKAGING/SHIPPING PACKAGING/POSTAL POUCH - PADDED POUCH"
"0A0305","PACKAGING/SHIPPING PACKAGING/POSTAL TUBE"
"0A0302","PACKAGING/SHIPPING PACKAGING/SAFETY LABEL"
"0A050K","PACKAGING/WEDGING - PROTECTION/AIRBAG"
"0A0504","PACKAGING/WEDGING - PROTECTION/ANTICORROSION PAPER"
"0A050B","PACKAGING/WEDGING - PROTECTION/BULLE FILM"
"0A0503","PACKAGING/WEDGING - PROTECTION/BULLETED BAG"
"0A0501","PACKAGING/WEDGING - PROTECTION/CASE INSERT PLATE"
"0A050H","PACKAGING/WEDGING - PROTECTION/DESICCANT BAG"
"0A050N","PACKAGING/WEDGING - PROTECTION/DUNNAGE PARTICLES"
"0A050C","PACKAGING/WEDGING - PROTECTION/DUST COVER"
"0A0506","PACKAGING/WEDGING - PROTECTION/FILM MOUSSE"
"0A050L","PACKAGING/WEDGING - PROTECTION/FRISURES"
"0A050D","PACKAGING/WEDGING - PROTECTION/MOISTURE INDICATOR PAPER"
"0A050I","PACKAGING/WEDGING - PROTECTION/MOUSSE SACHET"
"0A0509","PACKAGING/WEDGING - PROTECTION/ONDULE CARTON"
"0A050G","PACKAGING/WEDGING - PROTECTION/PROFILE"
"0A050J","PACKAGING/WEDGING - PROTECTION/PROTECTION BAG - PLASTIC BAG"
"0A050A","PACKAGING/WEDGING - PROTECTION/PROTECTIVE CORNERS"
"0A0502","PACKAGING/WEDGING - PROTECTION/PROTECTIVE PAPER - DUNNAGE PAPER"
"0A0507","PACKAGING/WEDGING - PROTECTION/PROTECTIVE SHEATH - PROTECTIVE SLEEVE"
"0A0508","PACKAGING/WEDGING - PROTECTION/PROTECTIVE SLEEVE"
"0A050M","PACKAGING/WEDGING - PROTECTION/VERMICULITES"
"0A0505","PACKAGING/WEDGING - PROTECTION/WEDGE BRACE"
"0A050E","PACKAGING/WEDGING - PROTECTION/WEDGE PLATE"
"0A050F","PACKAGING/WEDGING - PROTECTION/WEDGING BLOCKS - PROTECTION BLOCKS"
"0A0602","PACKAGING/WEIGHING/PLATFORM - WEIGHING ACCESSORIES"
"0A0601","PACKAGING/WEIGHING/SCALES - PALLET SCALES"
"0L010F","PARAPHARMACIE/FOOD SUPPLEMENTS - THE INFUSION/COMPLEMENT DETOXIFIANT - DETOXIFYING COMPLEMENT"
"0L010K","PARAPHARMACIE/FOOD SUPPLEMENTS - THE INFUSION/COMPLEMENT MINERALS - COMPLEMENT TRACE ELEMENTS"
"0L0109","PARAPHARMACIE/FOOD SUPPLEMENTS - THE INFUSION/COMPLEMENT SOLAIRE - AFTER-SUN COMPLEMENT"
"0L0101","PARAPHARMACIE/FOOD SUPPLEMENTS - THE INFUSION/COMPLEMENT TONUS - COMPLEMENT VITALITE"
"0L010B","PARAPHARMACIE/FOOD SUPPLEMENTS - THE INFUSION/DIETARY SUPPLEMENTS - AGING"
"0L0107","PARAPHARMACIE/FOOD SUPPLEMENTS - THE INFUSION/DIETARY SUPPLEMENTS - BEAUTY, NAILS AND HAIR"
"0L010G","PARAPHARMACIE/FOOD SUPPLEMENTS - THE INFUSION/DIETARY SUPPLEMENTS - DIGESTION"
"0L010J","PARAPHARMACIE/FOOD SUPPLEMENTS - THE INFUSION/DIETARY SUPPLEMENTS - EYE"
"0L010M","PARAPHARMACIE/FOOD SUPPLEMENTS - THE INFUSION/DIETARY SUPPLEMENTS - SILHOUETTE"
"0L010D","PARAPHARMACIE/FOOD SUPPLEMENTS - THE INFUSION/DIETARY SUPPLEMENTS - URINARY"
"0L0103","PARAPHARMACIE/FOOD SUPPLEMENTS - THE INFUSION/FOOD SUPPLEMENTS - FOR WOMEN"
"0L0102","PARAPHARMACIE/FOOD SUPPLEMENTS - THE INFUSION/FOOD SUPPLEMENTS - RELAXATION"
"0L0108","PARAPHARMACIE/FOOD SUPPLEMENTS - THE INFUSION/FOOD SUPPLEMENTS - SKIN BEAUTY"
"0L010E","PARAPHARMACIE/FOOD SUPPLEMENTS - THE INFUSION/FOOD SUPPLEMENTS - VITALITY"
"0L010N","PARAPHARMACIE/FOOD SUPPLEMENTS - THE INFUSION/SEXUAL STIMULANT"
"0L060J","PARAPHARMACIE/MOBILITY AID/ACCESS RAMP - THRESHOLD RAMP FOR WHEELCHAIRS"
"0L0605","PARAPHARMACIE/MOBILITY AID/ADOLESCENT - ADULT BIB"
"0L060U","PARAPHARMACIE/MOBILITY AID/ANTI-FATIGUE CHAIR - ANTI-FATIGUE STOOL"
"0L060O","PARAPHARMACIE/MOBILITY AID/ARM SUPPORT"
"0L060T","PARAPHARMACIE/MOBILITY AID/AUDIBLE BEACON"
"0L060K","PARAPHARMACIE/MOBILITY AID/BATH BOARD - BATH BOARD - BACK SUPPORT - REDUCER"
"0L060N","PARAPHARMACIE/MOBILITY AID/BATH SEAT - BATH STOOL - SHOWER STOOL - SHOWER SEAT"
"0L060B","PARAPHARMACIE/MOBILITY AID/BED EQUIPMENT - TABLE - ROLL BAR - RAIL - HANDLE - LADDER - CHEST LIFT"
"0L0604","PARAPHARMACIE/MOBILITY AID/BEDPAN - URINAL - COMMODE CHAIR"
"0L0607","PARAPHARMACIE/MOBILITY AID/CUSHION - COMFORT SEAT - POSITIONING"
"0L0609","PARAPHARMACIE/MOBILITY AID/ELEVATOR - FURNITURE RISER - CHAIR RISER"
"0L0606","PARAPHARMACIE/MOBILITY AID/ERGONOMIC BRUSH - SPONGE - LOTION APPLICATOR - BACK-SCRATCHER"
"0L0608","PARAPHARMACIE/MOBILITY AID/FALL DETECTOR - PASSAGE DETECTOR"
"0L060F","PARAPHARMACIE/MOBILITY AID/FLOOR MATS - FALL PREVENTION"
"0L060R","PARAPHARMACIE/MOBILITY AID/GRIP ADHESIVE - SLEEVE - GRIP BALLS"
"0L060H","PARAPHARMACIE/MOBILITY AID/GRIPPER - OBJECT PICKER - STAND-UP TRIPOD CANE"
"0L0603","PARAPHARMACIE/MOBILITY AID/HANDRAIL - TRANSFER AID - FRAME - SUPPORT"
"0L060M","PARAPHARMACIE/MOBILITY AID/LIFT - LIFTING AID - TRANSFER BOARD"
"0L060V","PARAPHARMACIE/MOBILITY AID/MEDICAL ELECTRIC SCOOTER"
"0L0601","PARAPHARMACIE/MOBILITY AID/MEDICATION DOSING AID - CRUSHER - TABLET CUTTER - RECUPERATOR"
"0L060P","PARAPHARMACIE/MOBILITY AID/PATIENT LIFT - PATIENT LIFT - VERTICALIZER"
"0L060E","PARAPHARMACIE/MOBILITY AID/PORTABLE SHOWER - REMOVABLE SHAMPOO BASIN - HEAD WASH BASIN"
"0L060S","PARAPHARMACIE/MOBILITY AID/REHYDRATION CANISTER"
"0L060Q","PARAPHARMACIE/MOBILITY AID/ROTATING PLATE"
"0L060A","PARAPHARMACIE/MOBILITY AID/SOCK THREADER - SOCK THREADER - GARMENT THREADER"
"0L060G","PARAPHARMACIE/MOBILITY AID/STAIRLIFT - PLATFORM LIFT"
"0L060C","PARAPHARMACIE/MOBILITY AID/TAP OPENER - MULTI-PURPOSE OPENER - CAN OPENER - KEY OPENER - JAR OPENER - UNIVERSAL HANDLE - BUTTON OPENER"
"0L060L","PARAPHARMACIE/MOBILITY AID/TOILET BOOSTER SEAT"
"0L060D","PARAPHARMACIE/MOBILITY AID/WHEELCHAIR"
"0L060I","PARAPHARMACIE/MOBILITY AID/WHEELCHAIR ACCESSORIES-WHEELCHAIR RAIN COVER-WHEELCHAIR COLD COVER-WHEELCHAIR LIMB SUPPORT"
"0L0602","PARAPHARMACIE/MOBILITY AID/WRITING ASSISTANCE - READING ASSISTANCE"
"0L0404","PARAPHARMACIE/PARAMEDICAL EQUIPMENT/ATTELLE"
"0L0401","PARAPHARMACIE/PARAMEDICAL EQUIPMENT/BOUILLOTTE"
"0L0406","PARAPHARMACIE/PARAMEDICAL EQUIPMENT/CANE - BEQUILLE - DEAMBULATOR - ROLLATOR"
"0L040G","PARAPHARMACIE/PARAMEDICAL EQUIPMENT/CERVICAL COLLAR - NECK BRACE"
"0L040F","PARAPHARMACIE/PARAMEDICAL EQUIPMENT/CHAUFFERETTE"
"0L040J","PARAPHARMACIE/PARAMEDICAL EQUIPMENT/CHEVILLERE"
"0L0407","PARAPHARMACIE/PARAMEDICAL EQUIPMENT/COMPRESSION STOCKINGS - COMPRESSION TIGHTS - COMPRESSION GLOVES - COMPRESSION MASKS"
"0L040L","PARAPHARMACIE/PARAMEDICAL EQUIPMENT/COUDIERE"
"0L040E","PARAPHARMACIE/PARAMEDICAL EQUIPMENT/DENTAL SPLINT"
"0L040K","PARAPHARMACIE/PARAMEDICAL EQUIPMENT/EARPLUGS - EAR PLUGS"
"0L0408","PARAPHARMACIE/PARAMEDICAL EQUIPMENT/GENOUILLERE"
"0L040A","PARAPHARMACIE/PARAMEDICAL EQUIPMENT/HEATING PAD"
"0L0403","PARAPHARMACIE/PARAMEDICAL EQUIPMENT/HYDROALCOHOLIC GEL - HYDROALCOHOLIC WIPE"
"0L040D","PARAPHARMACIE/PARAMEDICAL EQUIPMENT/ICE BAG - ICE BLADDER"
"0L040H","PARAPHARMACIE/PARAMEDICAL EQUIPMENT/ISOTHERMAL DRUG POUCH"
"0L040C","PARAPHARMACIE/PARAMEDICAL EQUIPMENT/LICE COMB"
"0L0409","PARAPHARMACIE/PARAMEDICAL EQUIPMENT/LUMBAR BELT"
"0L040P","PARAPHARMACIE/PARAMEDICAL EQUIPMENT/ORTHESIS"
"0L0405","PARAPHARMACIE/PARAMEDICAL EQUIPMENT/PILULIER"
"0L040I","PARAPHARMACIE/PARAMEDICAL EQUIPMENT/PLASTER PROTECTION"
"0L040B","PARAPHARMACIE/PARAMEDICAL EQUIPMENT/RELIEF COMPRESS - RELIEF PATCH"
"0L040M","PARAPHARMACIE/PARAMEDICAL EQUIPMENT/SHOULDER SUPPORT"
"0L0402","PARAPHARMACIE/PARAMEDICAL EQUIPMENT/SURVIVAL BLANKET"
"0L040O","PARAPHARMACIE/PARAMEDICAL EQUIPMENT/URINAL BAG"
"0L040N","PARAPHARMACIE/PARAMEDICAL EQUIPMENT/VOMITORY BAG"
"0L020K","PARAPHARMACIE/SELF-SERVICE DRUGSTORE/AMPOULE - SPECIFIC DRESSING AMPOULE"
"0L0202","PARAPHARMACIE/SELF-SERVICE DRUGSTORE/ANTI-LUKE"
"0L0203","PARAPHARMACIE/SELF-SERVICE DRUGSTORE/ANTI-SNORING"
"0L0205","PARAPHARMACIE/SELF-SERVICE DRUGSTORE/APHTHOUS - SENSITIVE TEETH - GUMS - BREATH"
"0L0204","PARAPHARMACIE/SELF-SERVICE DRUGSTORE/BEVERAGE TEST STRIP"
"0L0207","PARAPHARMACIE/SELF-SERVICE DRUGSTORE/BURN - SUNBURN - SCAR"
"0L020L","PARAPHARMACIE/SELF-SERVICE DRUGSTORE/CORNS - CALLUS - SPECIFIC DRESSING CORNS - SPECIFIC DRESSING CALLUS CALLUS"
"0L020S","PARAPHARMACIE/SELF-SERVICE DRUGSTORE/DRINKING WATER DISINFECTANT"
"0L020D","PARAPHARMACIE/SELF-SERVICE DRUGSTORE/ESSENTIAL OIL - ESSENCE - FLEUR DE BACH"
"0L0209","PARAPHARMACIE/SELF-SERVICE DRUGSTORE/ESSENTIAL OIL DIFFUSER"
"0L020H","PARAPHARMACIE/SELF-SERVICE DRUGSTORE/FIRST-AID KIT"
"0L020I","PARAPHARMACIE/SELF-SERVICE DRUGSTORE/GENERALIST BANDAGE"
"0L020Z","PARAPHARMACIE/SELF-SERVICE DRUGSTORE/HAIR BEAUTY - NAIL BEAUTY CARE"
"0L020B","PARAPHARMACIE/SELF-SERVICE DRUGSTORE/HERPES - WARTS - STINGS - SKIN ALLERGIES"
"0L020C","PARAPHARMACIE/SELF-SERVICE DRUGSTORE/MASSAGE OIL - RECUPERATION LOTION"
"0L0208","PARAPHARMACIE/SELF-SERVICE DRUGSTORE/MEDICAL DISINFECTANT"
"0L021A","PARAPHARMACIE/SELF-SERVICE DRUGSTORE/MINERALS - TRACE ELEMENTS"
"0L0201","PARAPHARMACIE/SELF-SERVICE DRUGSTORE/MOSQUITO REPELLENT"
"0L020M","PARAPHARMACIE/SELF-SERVICE DRUGSTORE/MYCOSIS TREATMENT - TREATMENT OF NAIL PROBLEMS"
"0L020O","PARAPHARMACIE/SELF-SERVICE DRUGSTORE/NASAL SPRAY"
"0L021F","PARAPHARMACIE/SELF-SERVICE DRUGSTORE/OCCULAR PARAPHARMACY"
"0L020R","PARAPHARMACIE/SELF-SERVICE DRUGSTORE/ORAL REHYDRATION"
"0L020J","PARAPHARMACIE/SELF-SERVICE DRUGSTORE/ORTHOPEDIC INSOLES - PADS - FINGERPADS - SPREADERS"
"0L0218","PARAPHARMACIE/SELF-SERVICE DRUGSTORE/PARAPHARMACIE FEMININ"
"0L0219","PARAPHARMACIE/SELF-SERVICE DRUGSTORE/PARAPHARMACIE NUTRITION"
"0L0213","PARAPHARMACIE/SELF-SERVICE DRUGSTORE/PARAPHARMACIE VITALITE"
"0L021D","PARAPHARMACIE/SELF-SERVICE DRUGSTORE/PARAPHARMACIE ZEN"
"0L020A","PARAPHARMACIE/SELF-SERVICE DRUGSTORE/PARAPHARMACY - AGEING"
"0L0211","PARAPHARMACIE/SELF-SERVICE DRUGSTORE/PARAPHARMACY MASSAGE - CONTENTION"
"0L020P","PARAPHARMACIE/SELF-SERVICE DRUGSTORE/PARASITE - TICK"
"0L020N","PARAPHARMACIE/SELF-SERVICE DRUGSTORE/PHYSIOLOGICAL SERUM"
"0L020U","PARAPHARMACIE/SELF-SERVICE DRUGSTORE/SELF-SERVICE DRUGSTORE - AU FEMININ"
"0L021C","PARAPHARMACIE/SELF-SERVICE DRUGSTORE/SEXUAL STIMULATION CARE"
"0L020Y","PARAPHARMACIE/SELF-SERVICE DRUGSTORE/SKIN BEAUTY"
"0L021B","PARAPHARMACIE/SELF-SERVICE DRUGSTORE/SOLAR - APRES-SOLAIRE"
"0L0212","PARAPHARMACIE/SELF-SERVICE DRUGSTORE/URINARY COMFORT"
"0L0206","PARAPHARMACIE/SELF-SERVICE DRUGSTORE/VENOM SUCTION PUMP"
"0L0301","PARAPHARMACIE/SEXUALITY - PREGNANCY/LUBRICANT"
"0L0304","PARAPHARMACIE/SEXUALITY - PREGNANCY/OVULATION TEST"
"0L0303","PARAPHARMACIE/SEXUALITY - PREGNANCY/PREGNANCY TEST"
"0L0302","PARAPHARMACIE/SEXUALITY - PREGNANCY/PRESERVATIVE"
"030101","PARTNER OFFERS/CULTURE-LEISURE/BILLETTERIE"
"030104","PARTNER OFFERS/CULTURE-LEISURE/GAMES"
"030102","PARTNER OFFERS/CULTURE-LEISURE/GIFT BOX"
"030401","PARTNER OFFERS/FASHION - SEDUCTION/FASHION PRODUCTS"
"030902","PARTNER OFFERS/HOME - GARDEN/EXTERIOR DESIGN"
"030901","PARTNER OFFERS/HOME - GARDEN/INTERIOR DESIGN"
"0E090G","PASTRY FLASHLIGHT"
"0E090K","PASTRY FRAME"
"0E090E","PASTRY SET"
"0E090L","PASTRY SHEET"
"12080A","PHOTO - OPTICS/BINOCULARS - TELESCOPE - OPTICS/BINOCULAR PACK - ACCESSORY"
"120801","PHOTO - OPTICS/BINOCULARS - TELESCOPE - OPTICS/DIGITAL ENDOSCOPE"
"12080E","PHOTO - OPTICS/BINOCULARS - TELESCOPE - OPTICS/MICROSCOPE PACK - ACCESSORY"
"120802","PHOTO - OPTICS/BINOCULARS - TELESCOPE - OPTICS/OPTICAL BINOCULARS"
"120803","PHOTO - OPTICS/BINOCULARS - TELESCOPE - OPTICS/OPTICAL LENS"
"120804","PHOTO - OPTICS/BINOCULARS - TELESCOPE - OPTICS/OPTICAL MICROSCOPE"
"120809","PHOTO - OPTICS/BINOCULARS - TELESCOPE - OPTICS/OPTICAL TELESCOPE"
"12080G","PHOTO - OPTICS/BINOCULARS - TELESCOPE - OPTICS/PACK TELESCOPE - ACCESSORY"
"12080J","PHOTO - OPTICS/BINOCULARS - TELESCOPE - OPTICS/SPOTTING SCOPE - MONOCULAR - ACCESSORY PACK"
"12080H","PHOTO - OPTICS/BINOCULARS - TELESCOPE - OPTICS/SPYGLASS - MONOCULAR"
"120301","PHOTO - OPTICS/BRIDGE DIGITAL CAMERA/BRIDGE DIGITAL CAMERA"
"120302","PHOTO - OPTICS/BRIDGE DIGITAL CAMERA/BRIDGE DIGITAL CAMERA PACK"
"120703","PHOTO - OPTICS/CAMESCOPE/ANALOG CAMCORDER"
"120707","PHOTO - OPTICS/CAMESCOPE/ANALOG CAMCORDER PACK"
"12070D","PHOTO - OPTICS/CAMESCOPE/CAMCORDER PACK - ACCESSORIES"
"120701","PHOTO - OPTICS/CAMESCOPE/CAMERA TRAP - PHOTO TRAP - VIDEO TRAP"
"120704","PHOTO - OPTICS/CAMESCOPE/DIGITAL CAMCORDER"
"120706","PHOTO - OPTICS/CAMESCOPE/DIGITAL CAMCORDER PACK"
"120702","PHOTO - OPTICS/CAMESCOPE/MINIATURE CAMERA - SPY CAMERA"
"120709","PHOTO - OPTICS/CAMESCOPE/PACK CAMERA SPORT - PACK CAMERA FRONTALE"
"120708","PHOTO - OPTICS/CAMESCOPE/SPORT CAMERA - FRONT CAMERA"
"120F0H","PHOTO - OPTICS/CHAMBRE NOIRE/CHEMICAL LIQUID STORAGE CANISTER"
"120F0I","PHOTO - OPTICS/CHAMBRE NOIRE/DARKROOM ACCESSORY PACK"
"120F02","PHOTO - OPTICS/CHAMBRE NOIRE/DEVELOPMENT TANK"
"120F05","PHOTO - OPTICS/CHAMBRE NOIRE/FILM CLAMP"
"120F01","PHOTO - OPTICS/CHAMBRE NOIRE/FILM EXTRACTOR - CARTRIDGE OPENER"
"120F0B","PHOTO - OPTICS/CHAMBRE NOIRE/INACTINIC DARKROOM BULB"
"120F0G","PHOTO - OPTICS/CHAMBRE NOIRE/LABORATORY CUVETTE - DEVELOPMENT TANK"
"120F04","PHOTO - OPTICS/CHAMBRE NOIRE/LOADING SLEEVE"
"120F0A","PHOTO - OPTICS/CHAMBRE NOIRE/MARGINER"
